record_id,date,month,branch_id,branch_name,city,ingredient,ingredient_category,unit,supplier,qty_ordered,unit_price,total_purchase_cost,qty_wasted,waste_cost,waste_pct,waste_reason,current_stock,min_stock,stock_status,needs_reorder,reorder_frequency,shelf_life_days,year_month
INV-00996,2025-11-26,November,SUC006,Querétaro,Querétaro,Refrescos,Bebidas,caja,Bebidas del Norte,44,174.32,7670.08,4.73,824.53,10.75,Caducidad,32.3,11.0,Alto,False,Quincenal,90,2025-11
INV-00997,2025-03-18,March,SUC001,Ciudad de México Centro,Ciudad de México,Crema,Lácteos,litro,Lácteos Premium,38,45.19,1717.22,3.32,150.03,8.74,Caducidad,21.0,9.5,Alto,False,Semanal,14,2025-03
INV-00998,2025-07-22,July,SUC003,Guadalajara,Guadalajara,Tomate,Verduras,kg,Verduras Frescas SA,14,26.67,373.38,0.83,22.14,5.93,Daño en almacenamiento,7.6,3.5,Alto,False,Diario,5,2025-07
INV-00999,2025-09-29,September,SUC007,Cancún,Cancún,Queso Oaxaca,Lácteos,kg,Lácteos Premium,14,140.99,1973.86,1.4,197.39,10.0,Error de preparación,5.6,3.5,Alto,False,Semanal,14,2025-09
INV-01000,2025-03-25,March,SUC006,Querétaro,Querétaro,Chile Poblano,Verduras,kg,Verduras Frescas SA,41,42.69,1750.29,5.8,247.6,14.15,Exceso de pedido,27.5,10.2,Alto,False,Semanal,7,2025-03
INV-01001,2025-08-25,August,SUC004,Monterrey,Monterrey,Cerveza,Bebidas,caja,Bebidas del Norte,33,298.66,9855.78,1.58,471.88,4.79,Exceso de pedido,22.9,8.2,Alto,False,Quincenal,180,2025-08
INV-01002,2025-07-02,July,SUC004,Monterrey,Monterrey,Salsa Roja,Salsas,litro,Distribuidora del Centro,48,59.19,2841.12,2.45,145.02,5.1,Exceso de pedido,10.8,12.0,Bajo,True,Semanal,7,2025-07
INV-01003,2025-09-01,September,SUC004,Monterrey,Monterrey,Salsa Verde,Salsas,litro,Distribuidora del Centro,43,62.49,2687.07,4.93,308.08,11.47,Daño en almacenamiento,30.1,10.8,Alto,False,Semanal,7,2025-09
INV-01004,2025-06-12,June,SUC010,León,León,Cebolla,Verduras,kg,Verduras Frescas SA,43,21.48,923.64,8.1,173.99,18.84,Exceso de pedido,27.0,10.8,Alto,False,Semanal,14,2025-06
INV-01005,2025-06-28,June,SUC001,Ciudad de México Centro,Ciudad de México,Queso Fresco,Lácteos,kg,Lácteos Premium,40,107.98,4319.2,2.77,299.1,6.93,Devolución cliente,9.0,10.0,Bajo,True,Semanal,10,2025-06
INV-01006,2025-11-16,November,SUC006,Querétaro,Querétaro,Cebolla,Verduras,kg,Verduras Frescas SA,23,20.68,475.64,2.48,51.29,10.78,Daño en almacenamiento,16.7,5.8,Alto,False,Semanal,14,2025-11
INV-01007,2025-09-01,September,SUC006,Querétaro,Querétaro,Cilantro,Verduras,manojo,Verduras Frescas SA,47,8.86,416.42,5.28,46.78,11.23,Caducidad,31.8,11.8,Alto,False,Diario,3,2025-09
INV-01008,2026-01-01,January,SUC006,Querétaro,Querétaro,Queso Fresco,Lácteos,kg,Lácteos Premium,9,101.06,909.54,0.95,96.01,10.56,Exceso de pedido,4.5,2.2,Alto,False,Semanal,10,2026-01
INV-01009,2025-09-29,September,SUC001,Ciudad de México Centro,Ciudad de México,Arroz,Básicos,kg,Distribuidora del Centro,36,31.66,1139.76,3.55,112.39,9.86,Daño en almacenamiento,28.0,9.0,Alto,False,Quincenal,180,2025-09
INV-01010,2025-05-23,May,SUC001,Ciudad de México Centro,Ciudad de México,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,14,123.85,1733.9,1.28,158.53,9.14,Caducidad,11.1,3.5,Alto,False,Diario,5,2025-05
INV-01011,2025-03-19,March,SUC001,Ciudad de México Centro,Ciudad de México,Cerveza,Bebidas,caja,Bebidas del Norte,14,277.1,3879.4,0.89,246.62,6.36,Devolución cliente,6.0,3.5,Alto,False,Quincenal,180,2025-03
INV-01012,2025-09-28,September,SUC004,Monterrey,Monterrey,Chile Jalapeño,Verduras,kg,Verduras Frescas SA,47,34.72,1631.84,4.0,138.88,8.51,Error de preparación,21.3,11.8,Alto,False,Semanal,10,2025-09
INV-01013,2025-08-12,August,SUC004,Monterrey,Monterrey,Cerveza,Bebidas,caja,Bebidas del Norte,15,288.52,4327.8,0.73,210.62,4.87,Daño en almacenamiento,7.0,3.8,Alto,False,Quincenal,180,2025-08
INV-01014,2025-07-30,July,SUC007,Cancún,Cancún,Cerveza,Bebidas,caja,Bebidas del Norte,34,270.19,9186.46,3.22,870.01,9.47,Daño en almacenamiento,10.6,8.5,Normal,False,Quincenal,180,2025-07
INV-01015,2025-05-16,May,SUC003,Guadalajara,Guadalajara,Queso Oaxaca,Lácteos,kg,Lácteos Premium,18,158.42,2851.56,1.12,177.43,6.22,Devolución cliente,11.3,4.5,Alto,False,Semanal,14,2025-05
INV-01016,2025-06-26,June,SUC009,Tijuana,Tijuana,Limón,Verduras,kg,Verduras Frescas SA,22,29.83,656.26,2.33,69.5,10.59,Daño en almacenamiento,6.6,5.5,Normal,False,Semanal,14,2025-06
INV-01017,2025-11-16,November,SUC004,Monterrey,Monterrey,Salsa Verde,Salsas,litro,Distribuidora del Centro,9,59.49,535.41,0.58,34.5,6.44,Caducidad,2.8,2.2,Normal,False,Semanal,7,2025-11
INV-01018,2025-09-07,September,SUC007,Cancún,Cancún,Carne de Res,Carnes,kg,Carnes Selectas MX,11,198.84,2187.24,2.22,441.42,20.18,Error de preparación,8.5,2.8,Alto,False,Diario,5,2025-09
INV-01019,2025-11-25,November,SUC002,Ciudad de México Sur,Ciudad de México,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,43,112.53,4838.79,3.5,393.86,8.14,Daño en almacenamiento,18.9,10.8,Alto,False,Diario,5,2025-11
INV-01020,2025-02-06,February,SUC005,Puebla,Puebla,Aceite,Básicos,litro,Distribuidora del Centro,38,43.21,1641.98,3.61,155.99,9.5,Caducidad,10.4,9.5,Normal,False,Quincenal,365,2025-02
INV-01021,2025-09-09,September,SUC007,Cancún,Cancún,Refrescos,Bebidas,caja,Bebidas del Norte,6,200.29,1201.74,1.04,208.3,17.33,Daño en almacenamiento,1.6,1.5,Normal,False,Quincenal,90,2025-09
INV-01022,2025-09-15,September,SUC004,Monterrey,Monterrey,Refrescos,Bebidas,caja,Bebidas del Norte,14,166.04,2324.56,1.16,192.61,8.29,Daño en almacenamiento,10.9,3.5,Alto,False,Quincenal,90,2025-09
INV-01023,2025-08-31,August,SUC005,Puebla,Puebla,Tomate,Verduras,kg,Verduras Frescas SA,33,27.33,901.89,6.41,175.19,19.42,Exceso de pedido,16.5,8.2,Alto,False,Diario,5,2025-08
INV-01024,2025-11-13,November,SUC010,León,León,Mole,Salsas,kg,Distribuidora del Centro,49,123.13,6033.37,11.38,1401.22,23.22,Error de preparación,12.7,12.2,Normal,False,Quincenal,30,2025-11
INV-01025,2025-05-13,May,SUC008,Mérida,Mérida,Arroz,Básicos,kg,Distribuidora del Centro,27,27.54,743.58,3.32,91.43,12.3,Devolución cliente,16.9,6.8,Alto,False,Quincenal,180,2025-05
INV-01026,2025-12-12,December,SUC006,Querétaro,Querétaro,Mole,Salsas,kg,Distribuidora del Centro,22,129.49,2848.78,2.53,327.61,11.5,Daño en almacenamiento,14.3,5.5,Alto,False,Quincenal,30,2025-12
INV-01027,2025-03-19,March,SUC008,Mérida,Mérida,Cilantro,Verduras,manojo,Verduras Frescas SA,8,8.71,69.68,2.16,18.81,27.0,Daño en almacenamiento,4.2,2.0,Alto,False,Diario,3,2025-03
INV-01028,2025-12-13,December,SUC001,Ciudad de México Centro,Ciudad de México,Salsa Verde,Salsas,litro,Distribuidora del Centro,17,59.95,1019.15,2.69,161.27,15.82,Exceso de pedido,6.8,4.2,Alto,False,Semanal,7,2025-12
INV-01029,2025-10-12,October,SUC002,Ciudad de México Sur,Ciudad de México,Cilantro,Verduras,manojo,Verduras Frescas SA,23,8.83,203.09,2.53,22.34,11.0,Caducidad,14.5,5.8,Alto,False,Diario,3,2025-10
INV-01030,2026-01-29,January,SUC006,Querétaro,Querétaro,Mole,Salsas,kg,Distribuidora del Centro,40,110.79,4431.6,3.87,428.76,9.68,Caducidad,29.8,10.0,Alto,False,Quincenal,30,2026-01
INV-01031,2025-03-28,March,SUC001,Ciudad de México Centro,Ciudad de México,Tomate,Verduras,kg,Verduras Frescas SA,27,30.99,836.73,3.26,101.03,12.07,Exceso de pedido,19.3,6.8,Alto,False,Diario,5,2025-03
INV-01032,2025-10-10,October,SUC004,Monterrey,Monterrey,Tequila,Bebidas,botella,Bebidas del Norte,22,391.59,8614.98,1.67,653.96,7.59,Caducidad,15.5,5.5,Alto,False,Quincenal,365,2025-10
INV-01033,2025-09-03,September,SUC007,Cancún,Cancún,Salsa Roja,Salsas,litro,Distribuidora del Centro,24,53.68,1288.32,3.21,172.31,13.38,Caducidad,15.5,6.0,Alto,False,Semanal,7,2025-09
INV-01034,2025-06-11,June,SUC008,Mérida,Mérida,Queso Fresco,Lácteos,kg,Lácteos Premium,49,89.83,4401.67,9.46,849.79,19.31,Error de preparación,30.6,12.2,Alto,False,Semanal,10,2025-06
INV-01035,2025-05-31,May,SUC009,Tijuana,Tijuana,Limón,Verduras,kg,Verduras Frescas SA,40,28.05,1122.0,3.96,111.08,9.9,Caducidad,14.8,10.0,Normal,False,Semanal,14,2025-05
INV-01036,2025-03-02,March,SUC006,Querétaro,Querétaro,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,37,33.99,1257.63,4.39,149.22,11.86,Daño en almacenamiento,9.4,9.2,Normal,False,Diario,5,2025-03
INV-01037,2025-11-21,November,SUC001,Ciudad de México Centro,Ciudad de México,Cerveza,Bebidas,caja,Bebidas del Norte,26,278.82,7249.32,1.14,317.85,4.38,Exceso de pedido,16.2,6.5,Alto,False,Quincenal,180,2025-11
INV-01038,2025-08-19,August,SUC007,Cancún,Cancún,Chile Poblano,Verduras,kg,Verduras Frescas SA,10,49.89,498.9,1.77,88.31,17.7,Error de preparación,7.8,2.5,Alto,False,Semanal,7,2025-08
INV-01039,2025-11-11,November,SUC004,Monterrey,Monterrey,Limón,Verduras,kg,Verduras Frescas SA,39,31.14,1214.46,2.21,68.82,5.67,Exceso de pedido,7.9,9.8,Bajo,True,Semanal,14,2025-11
INV-01040,2025-07-06,July,SUC008,Mérida,Mérida,Limón,Verduras,kg,Verduras Frescas SA,10,31.24,312.4,2.01,62.79,20.1,Devolución cliente,5.6,2.5,Alto,False,Semanal,14,2025-07
INV-01041,2025-12-01,December,SUC009,Tijuana,Tijuana,Aceite,Básicos,litro,Distribuidora del Centro,37,46.77,1730.49,5.92,276.88,16.0,Caducidad,14.7,9.2,Alto,False,Quincenal,365,2025-12
INV-01042,2025-06-02,June,SUC008,Mérida,Mérida,Aguacate,Verduras,kg,Verduras Frescas SA,20,82.44,1648.8,5.4,445.18,27.0,Exceso de pedido,6.5,5.0,Normal,False,Diario,4,2025-06
INV-01043,2025-06-16,June,SUC006,Querétaro,Querétaro,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,43,125.46,5394.78,3.54,444.13,8.23,Error de preparación,21.5,10.8,Alto,False,Diario,5,2025-06
INV-01044,2025-08-26,August,SUC009,Tijuana,Tijuana,Cebolla,Verduras,kg,Verduras Frescas SA,44,22.59,993.96,6.24,140.96,14.18,Exceso de pedido,9.6,11.0,Bajo,True,Semanal,14,2025-08
INV-01045,2025-05-21,May,SUC009,Tijuana,Tijuana,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,30,136.41,4092.3,4.95,675.23,16.5,Daño en almacenamiento,12.1,7.5,Alto,False,Diario,5,2025-05
INV-01046,2025-04-22,April,SUC006,Querétaro,Querétaro,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,14,135.49,1896.86,1.28,173.43,9.14,Caducidad,6.2,3.5,Alto,False,Diario,5,2025-04
INV-01047,2025-06-03,June,SUC001,Ciudad de México Centro,Ciudad de México,Arroz,Básicos,kg,Distribuidora del Centro,41,28.68,1175.88,3.41,97.8,8.32,Daño en almacenamiento,31.4,10.2,Alto,False,Quincenal,180,2025-06
INV-01048,2025-12-28,December,SUC010,León,León,Cerveza,Bebidas,caja,Bebidas del Norte,29,291.69,8459.01,6.43,1875.57,22.17,Exceso de pedido,11.4,7.2,Alto,False,Quincenal,180,2025-12
INV-01049,2025-06-24,June,SUC007,Cancún,Cancún,Salsa Verde,Salsas,litro,Distribuidora del Centro,45,59.91,2695.95,6.73,403.19,14.96,Daño en almacenamiento,13.4,11.2,Normal,False,Semanal,7,2025-06
INV-01050,2025-04-26,April,SUC005,Puebla,Puebla,Crema,Lácteos,litro,Lácteos Premium,24,44.51,1068.24,2.76,122.85,11.5,Exceso de pedido,18.8,6.0,Alto,False,Semanal,14,2025-04
INV-01051,2025-05-30,May,SUC006,Querétaro,Querétaro,Aguacate,Verduras,kg,Verduras Frescas SA,38,83.56,3175.28,3.57,298.31,9.39,Exceso de pedido,29.0,9.5,Alto,False,Diario,4,2025-05
INV-01052,2025-08-27,August,SUC010,León,León,Cebolla,Verduras,kg,Verduras Frescas SA,16,24.25,388.0,2.28,55.29,14.25,Exceso de pedido,7.9,4.0,Alto,False,Semanal,14,2025-08
INV-01053,2025-03-30,March,SUC003,Guadalajara,Guadalajara,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,48,27.44,1317.12,6.8,186.59,14.17,Error de preparación,11.8,12.0,Bajo,True,Diario,3,2025-03
INV-01054,2025-08-02,August,SUC007,Cancún,Cancún,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,20,136.12,2722.4,3.93,534.95,19.65,Exceso de pedido,6.2,5.0,Normal,False,Diario,5,2025-08
INV-01055,2025-10-17,October,SUC008,Mérida,Mérida,Pollo,Carnes,kg,Carnes Selectas MX,5,88.16,440.8,1.38,121.66,27.6,Caducidad,3.4,1.2,Alto,False,Diario,4,2025-10
INV-01056,2025-10-25,October,SUC009,Tijuana,Tijuana,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,18,126.21,2271.78,2.92,368.53,16.22,Caducidad,13.8,4.5,Alto,False,Diario,5,2025-10
INV-01057,2025-07-20,July,SUC005,Puebla,Puebla,Cilantro,Verduras,manojo,Verduras Frescas SA,44,7.61,334.84,13.2,100.45,30.0,Exceso de pedido,12.7,11.0,Normal,False,Diario,3,2025-07
INV-01058,2025-06-29,June,SUC007,Cancún,Cancún,Cilantro,Verduras,manojo,Verduras Frescas SA,5,7.8,39.0,0.96,7.49,19.2,Caducidad,2.8,1.2,Alto,False,Diario,3,2025-06
INV-01059,2025-07-04,July,SUC010,León,León,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,18,137.25,2470.5,2.73,374.69,15.17,Caducidad,7.8,4.5,Alto,False,Diario,5,2025-07
INV-01060,2025-10-03,October,SUC007,Cancún,Cancún,Aguacate,Verduras,kg,Verduras Frescas SA,33,79.33,2617.89,5.39,427.59,16.33,Error de preparación,8.5,8.2,Normal,False,Diario,4,2025-10
INV-01061,2025-06-22,June,SUC008,Mérida,Mérida,Cilantro,Verduras,manojo,Verduras Frescas SA,42,8.03,337.26,7.43,59.66,17.69,Caducidad,19.7,10.5,Alto,False,Diario,3,2025-06
INV-01062,2025-04-04,April,SUC002,Ciudad de México Sur,Ciudad de México,Cilantro,Verduras,manojo,Verduras Frescas SA,10,7.4,74.0,0.97,7.18,9.7,Caducidad,3.0,2.5,Normal,False,Diario,3,2025-04
INV-01063,2025-05-07,May,SUC003,Guadalajara,Guadalajara,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,26,25.12,653.12,3.07,77.12,11.81,Caducidad,15.0,6.5,Alto,False,Diario,3,2025-05
INV-01064,2025-02-23,February,SUC004,Monterrey,Monterrey,Refrescos,Bebidas,caja,Bebidas del Norte,41,203.44,8341.04,3.25,661.18,7.93,Daño en almacenamiento,31.9,10.2,Alto,False,Quincenal,90,2025-02
INV-01065,2026-01-15,January,SUC007,Cancún,Cancún,Tequila,Bebidas,botella,Bebidas del Norte,25,373.17,9329.25,2.0,746.34,8.0,Caducidad,17.3,6.2,Alto,False,Quincenal,365,2026-01
INV-01066,2025-07-30,July,SUC009,Tijuana,Tijuana,Cilantro,Verduras,manojo,Verduras Frescas SA,50,7.85,392.5,8.17,64.13,16.34,Daño en almacenamiento,27.8,12.5,Alto,False,Diario,3,2025-07
INV-01067,2025-10-16,October,SUC002,Ciudad de México Sur,Ciudad de México,Mole,Salsas,kg,Distribuidora del Centro,41,111.06,4553.46,3.78,419.81,9.22,Error de preparación,30.9,10.2,Alto,False,Quincenal,30,2025-10
INV-01068,2025-12-25,December,SUC001,Ciudad de México Centro,Ciudad de México,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,24,125.72,3017.28,3.09,388.47,12.88,Caducidad,6.4,6.0,Normal,False,Diario,5,2025-12
INV-01069,2025-04-04,April,SUC006,Querétaro,Querétaro,Arroz,Básicos,kg,Distribuidora del Centro,43,26.97,1159.71,3.82,103.03,8.88,Exceso de pedido,27.5,10.8,Alto,False,Quincenal,180,2025-04
INV-01070,2025-05-25,May,SUC004,Monterrey,Monterrey,Queso Fresco,Lácteos,kg,Lácteos Premium,28,88.49,2477.72,1.58,139.81,5.64,Error de preparación,8.3,7.0,Normal,False,Semanal,10,2025-05
INV-01071,2025-04-09,April,SUC009,Tijuana,Tijuana,Cilantro,Verduras,manojo,Verduras Frescas SA,50,7.53,376.5,8.11,61.07,16.22,Caducidad,30.8,12.5,Alto,False,Diario,3,2025-04
INV-01072,2026-01-05,January,SUC007,Cancún,Cancún,Carne de Res,Carnes,kg,Carnes Selectas MX,11,165.42,1819.62,2.11,349.04,19.18,Daño en almacenamiento,2.6,2.8,Bajo,True,Diario,5,2026-01
INV-01073,2025-05-26,May,SUC009,Tijuana,Tijuana,Cebolla,Verduras,kg,Verduras Frescas SA,25,23.94,598.5,2.28,54.58,9.12,Devolución cliente,12.3,6.2,Alto,False,Semanal,14,2025-05
INV-01074,2025-02-01,February,SUC001,Ciudad de México Centro,Ciudad de México,Queso Oaxaca,Lácteos,kg,Lácteos Premium,42,152.67,6412.14,5.03,767.93,11.98,Exceso de pedido,12.4,10.5,Normal,False,Semanal,14,2025-02
INV-01075,2025-07-24,July,SUC008,Mérida,Mérida,Queso Fresco,Lácteos,kg,Lácteos Premium,38,101.0,3838.0,7.3,737.3,19.21,Daño en almacenamiento,9.7,9.5,Normal,False,Semanal,10,2025-07
INV-01076,2025-02-06,February,SUC002,Ciudad de México Sur,Ciudad de México,Carne de Res,Carnes,kg,Carnes Selectas MX,9,167.95,1511.55,1.93,324.14,21.44,Error de preparación,4.1,2.2,Alto,False,Diario,5,2025-02
INV-01077,2025-05-06,May,SUC005,Puebla,Puebla,Chile Poblano,Verduras,kg,Verduras Frescas SA,34,43.81,1489.54,4.79,209.85,14.09,Daño en almacenamiento,12.8,8.5,Alto,False,Semanal,7,2025-05
INV-01078,2025-03-21,March,SUC009,Tijuana,Tijuana,Pollo,Carnes,kg,Carnes Selectas MX,28,94.46,2644.88,4.09,386.34,14.61,Caducidad,21.0,7.0,Alto,False,Diario,4,2025-03
INV-01079,2025-11-14,November,SUC001,Ciudad de México Centro,Ciudad de México,Chile Jalapeño,Verduras,kg,Verduras Frescas SA,46,37.57,1728.22,4.55,170.94,9.89,Caducidad,16.8,11.5,Normal,False,Semanal,10,2025-11
INV-01080,2025-03-19,March,SUC010,León,León,Tomate,Verduras,kg,Verduras Frescas SA,43,27.76,1193.68,5.63,156.29,13.09,Devolución cliente,31.8,10.8,Alto,False,Diario,5,2025-03
INV-01081,2025-11-18,November,SUC010,León,León,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,17,27.1,460.7,5.0,135.5,29.41,Caducidad,5.9,4.2,Normal,False,Diario,3,2025-11
INV-01082,2025-08-25,August,SUC006,Querétaro,Querétaro,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,27,132.06,3565.62,3.86,509.75,14.3,Exceso de pedido,16.4,6.8,Alto,False,Diario,5,2025-08
INV-01083,2025-07-23,July,SUC002,Ciudad de México Sur,Ciudad de México,Salsa Roja,Salsas,litro,Distribuidora del Centro,11,55.13,606.43,1.06,58.44,9.64,Caducidad,7.4,2.8,Alto,False,Semanal,7,2025-07
INV-01084,2026-01-10,January,SUC010,León,León,Crema,Lácteos,litro,Lácteos Premium,41,49.8,2041.8,6.15,306.27,15.0,Caducidad,13.5,10.2,Normal,False,Semanal,14,2026-01
INV-01085,2025-08-30,August,SUC009,Tijuana,Tijuana,Limón,Verduras,kg,Verduras Frescas SA,10,32.58,325.8,1.18,38.44,11.8,Exceso de pedido,4.4,2.5,Alto,False,Semanal,14,2025-08
INV-01086,2025-10-15,October,SUC007,Cancún,Cancún,Cerveza,Bebidas,caja,Bebidas del Norte,36,290.47,10456.92,3.19,926.6,8.86,Daño en almacenamiento,15.4,9.0,Alto,False,Quincenal,180,2025-10
INV-01087,2025-03-12,March,SUC008,Mérida,Mérida,Carne de Res,Carnes,kg,Carnes Selectas MX,39,179.48,6999.72,8.19,1469.94,21.0,Caducidad,11.9,9.8,Normal,False,Diario,5,2025-03
INV-01088,2025-02-06,February,SUC005,Puebla,Puebla,Salsa Verde,Salsas,litro,Distribuidora del Centro,14,54.8,767.2,2.48,135.9,17.71,Caducidad,11.2,3.5,Alto,False,Semanal,7,2025-02
INV-01089,2025-12-03,December,SUC004,Monterrey,Monterrey,Tequila,Bebidas,botella,Bebidas del Norte,15,371.26,5568.9,0.61,226.47,4.07,Devolución cliente,10.6,3.8,Alto,False,Quincenal,365,2025-12
INV-01090,2025-11-13,November,SUC006,Querétaro,Querétaro,Carne de Res,Carnes,kg,Carnes Selectas MX,36,180.07,6482.52,6.43,1157.85,17.86,Caducidad,12.6,9.0,Normal,False,Diario,5,2025-11
INV-01091,2026-01-26,January,SUC002,Ciudad de México Sur,Ciudad de México,Salsa Verde,Salsas,litro,Distribuidora del Centro,32,53.84,1722.88,4.04,217.51,12.62,Caducidad,14.0,8.0,Alto,False,Semanal,7,2026-01
INV-01092,2025-03-15,March,SUC003,Guadalajara,Guadalajara,Salsa Roja,Salsas,litro,Distribuidora del Centro,19,55.15,1047.85,2.41,132.91,12.68,Caducidad,6.6,4.8,Normal,False,Semanal,7,2025-03
INV-01093,2025-05-18,May,SUC003,Guadalajara,Guadalajara,Pollo,Carnes,kg,Carnes Selectas MX,17,86.91,1477.47,1.69,146.88,9.94,Caducidad,4.0,4.2,Bajo,True,Diario,4,2025-05
INV-01094,2025-06-24,June,SUC010,León,León,Chile Poblano,Verduras,kg,Verduras Frescas SA,15,46.24,693.6,2.65,122.54,17.67,Caducidad,10.9,3.8,Alto,False,Semanal,7,2025-06
INV-01095,2025-04-11,April,SUC001,Ciudad de México Centro,Ciudad de México,Salsa Roja,Salsas,litro,Distribuidora del Centro,21,49.78,1045.38,2.39,118.97,11.38,Daño en almacenamiento,16.6,5.2,Alto,False,Semanal,7,2025-04
INV-01096,2025-02-22,February,SUC001,Ciudad de México Centro,Ciudad de México,Queso Fresco,Lácteos,kg,Lácteos Premium,35,93.91,3286.85,1.45,136.17,4.14,Daño en almacenamiento,17.2,8.8,Alto,False,Semanal,10,2025-02
INV-01097,2026-01-13,January,SUC002,Ciudad de México Sur,Ciudad de México,Frijoles,Básicos,kg,Distribuidora del Centro,36,37.17,1338.12,3.9,144.96,10.83,Caducidad,12.9,9.0,Normal,False,Quincenal,180,2026-01
INV-01098,2025-08-05,August,SUC009,Tijuana,Tijuana,Aceite,Básicos,litro,Distribuidora del Centro,27,45.73,1234.71,3.22,147.25,11.93,Daño en almacenamiento,19.0,6.8,Alto,False,Quincenal,365,2025-08
INV-01099,2025-08-17,August,SUC003,Guadalajara,Guadalajara,Tequila,Bebidas,botella,Bebidas del Norte,33,372.13,12280.29,1.43,532.15,4.33,Exceso de pedido,12.4,8.2,Alto,False,Quincenal,365,2025-08
INV-01100,2025-06-11,June,SUC009,Tijuana,Tijuana,Carne de Res,Carnes,kg,Carnes Selectas MX,29,199.15,5775.35,3.93,782.66,13.55,Exceso de pedido,19.7,7.2,Alto,False,Diario,5,2025-06
INV-01101,2025-08-24,August,SUC002,Ciudad de México Sur,Ciudad de México,Pollo,Carnes,kg,Carnes Selectas MX,49,83.91,4111.59,10.12,849.17,20.65,Daño en almacenamiento,24.8,12.2,Alto,False,Diario,4,2025-08
INV-01102,2025-05-04,May,SUC007,Cancún,Cancún,Refrescos,Bebidas,caja,Bebidas del Norte,13,184.3,2395.9,1.49,274.61,11.46,Daño en almacenamiento,9.2,3.2,Alto,False,Quincenal,90,2025-05
INV-01103,2025-02-17,February,SUC004,Monterrey,Monterrey,Carne de Cerdo,Carnes,kg,Carnes Selectas MX,29,109.1,3163.9,3.6,392.76,12.41,Caducidad,20.2,7.2,Alto,False,Diario,5,2025-02
INV-01104,2025-12-01,December,SUC006,Querétaro,Querétaro,Pollo,Carnes,kg,Carnes Selectas MX,32,80.44,2574.08,5.08,408.64,15.88,Caducidad,7.9,8.0,Bajo,True,Diario,4,2025-12
INV-01105,2025-07-13,July,SUC008,Mérida,Mérida,Cerveza,Bebidas,caja,Bebidas del Norte,10,258.01,2580.1,1.54,397.34,15.4,Exceso de pedido,2.2,2.5,Bajo,True,Quincenal,180,2025-07
INV-01106,2025-04-28,April,SUC002,Ciudad de México Sur,Ciudad de México,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,40,26.71,1068.4,5.92,158.12,14.8,Caducidad,12.2,10.0,Normal,False,Diario,3,2025-04
INV-01107,2025-09-09,September,SUC001,Ciudad de México Centro,Ciudad de México,Mole,Salsas,kg,Distribuidora del Centro,9,117.4,1056.6,0.69,81.01,7.67,Caducidad,5.3,2.2,Alto,False,Quincenal,30,2025-09
INV-01108,2025-11-05,November,SUC002,Ciudad de México Sur,Ciudad de México,Tortillas de Maíz,Básicos,paquete,Distribuidora del Centro,47,26.94,1266.18,8.55,230.34,18.19,Caducidad,21.9,11.8,Alto,False,Diario,3,2025-11
INV-01109,2025-04-09,April,SUC004,Monterrey,Monterrey,Cerveza,Bebidas,caja,Bebidas del Norte,44,310.96,13682.24,3.39,1054.15,7.7,Daño en almacenamiento,34.8,11.0,Alto,False,Quincenal,180,2025-04
INV-01110,2025-12-09,December,SUC004,Monterrey,Monterrey,Queso Fresco,Lácteos,kg,Lácteos Premium,8,107.04,856.32,0.28,29.97,3.5,Exceso de pedido,3.6,2.0,Alto,False,Semanal,10,2025-12
INV-01111,2025-05-05,May,SUC006,Querétaro,Querétaro,Chile Poblano,Verduras,kg,Verduras Frescas SA,42,45.46,1909.32,6.38,290.03,15.19,Error de preparación,12.7,10.5,Normal,False,Semanal,7,2025-05
INV-01112,2025-10-19,October,SUC008,Mérida,Mérida,Salsa Roja,Salsas,litro,Distribuidora del Centro,13,57.09,742.17,3.83,218.65,29.46,Daño en almacenamiento,2.6,3.2,Bajo,True,Semanal,7,2025-10
INV-01113,2025-03-03,March,SUC007,Cancún,Cancún,Tortillas de Harina,Básicos,paquete,Distribuidora del Centro,19,35.11,667.09,3.44,120.78,18.11,Caducidad,12.3,4.8,Alto,False,Diario,5,2025-03
INV-01114,2025-03-31,March,SUC005,Puebla,Puebla,Cerveza,Bebidas,caja,Bebidas del Norte,26,266.34,6924.84,4.69,1249.13,18.04,Daño en almacenamiento,13.3,6.5,Alto,False,Quincenal,180,2025-03
INV-01115,2025-12-05,December,SUC007,Cancún,Cancún,Aceite,Básicos,litro,Distribuidora del Centro,47,42.88,2015.36,5.41,231.98,11.51,Caducidad,28.9,11.8,Alto,False,Quincenal,365,2025-12
